Gender,Salary,LocationId,Tenure,Balance,NumProducts,HasCreditCard,IsActive,Geography_France,Geography_Germany,Geography_Spain,Geography_UK,Geography_USA,Churn_Prediction,Churn_Probability,CLV,Risk_Segment,Geography
0,140469.38,4,3,119827.49379288736,3,1,0,0,0,0,1,0,1,0.949616144899554,18112.11325293127,High Risk,UK
1,156731.91,2,7,85311.7,1,0,1,1,0,0,0,0,0,0.4648640449012081,319573.5064242113,Medium Risk,France
1,81898.81,2,9,110112.54,2,0,0,1,0,0,0,0,1,0.6058578856152504,390599.9040228778,Medium Risk,France
0,34410.55,3,6,119827.49379288736,2,1,1,0,0,1,0,0,0,0.1591151671009648,604566.7325684535,Low Risk,Spain
0,142033.07,3,9,119827.49379288736,2,1,1,0,0,1,0,0,0,0.1591151671009648,906850.0988526805,Low Risk,Spain
0,27822.99,5,0,134264.04,1,1,0,0,0,0,0,0,1,0.7604298681876703,0.0,High Risk,France
1,114066.77,3,3,145260.23,1,0,1,0,0,1,0,0,0,0.2516031984799294,326136.87456020946,Low Risk,Spain
1,98453.45,5,7,76548.6,1,0,1,0,0,0,0,0,0,0.4648640449012081,286747.35720732773,Medium Risk,France
1,40812.9,2,7,119827.49379288736,1,1,1,1,0,0,0,0,0,0.4648640449012081,448868.0023656594,Medium Risk,France
1,178074.04,3,6,70349.48,2,0,1,0,0,1,0,0,0,0.1690785273462436,350729.3611321559,Low Risk,Spain
1,70154.22,4,4,119827.49379288736,1,1,0,0,0,0,1,0,1,0.6512775207088773,167146.16289078916,Medium Risk,UK
0,181297.65,6,8,122522.32,1,0,0,0,0,0,0,1,1,0.7604298681876703,234821.5068188195,High Risk,USA
0,94153.83,2,2,117419.35,1,1,1,1,0,0,0,0,1,0.5073786097760308,115686.56687238965,Medium Risk,France
0,194365.76,3,2,131394.56,1,0,0,0,0,1,0,0,1,0.7604298681876703,62956.42411724612,High Risk,Spain
0,158338.39,4,5,155931.11,1,1,1,0,0,0,1,0,1,0.6003838829610354,311562.9235188783,Medium Risk,UK
0,126517.46,2,4,109421.13,2,1,1,1,0,0,0,0,0,0.3414351141288982,288243.655961348,Medium Risk,France
0,119708.21,1,9,112045.67,1,1,1,0,1,0,0,0,1,0.5073786097760308,496764.84351578477,Medium Risk,Germany
0,117622.8,2,9,137843.8,1,1,1,1,0,0,0,0,1,0.5073786097760308,611143.2395077929,Medium Risk,France
1,90878.13,4,2,103391.38,1,0,1,0,0,0,1,0,0,0.4648640449012081,110656.88977056429,Medium Risk,UK
0,194099.12,4,2,103769.22,2,1,0,0,0,0,1,0,0,0.3765938285064211,129380.74431814984,Medium Risk,UK
1,198059.16,1,10,116363.37,2,1,0,0,1,0,0,0,1,0.6058578856152504,458637.04688734934,Medium Risk,Germany
1,86424.57,4,5,146050.97,2,0,0,0,0,0,1,0,0,0.2905765233758223,518059.9345086674,Low Risk,UK
0,116978.19,6,5,119827.49379288736,2,0,0,0,0,0,0,1,0,0.1591151671009648,503805.61047371133,Low Risk,USA
1,164040.94,5,8,125561.97,1,0,0,0,0,0,0,0,1,0.6512775207088773,350290.25186462054,Medium Risk,France
1,40014.76,3,1,98495.72,1,1,0,0,0,1,0,0,1,0.6512775207088773,34347.671677964216,Medium Risk,Spain
1,113410.49,1,1,125211.92,1,1,1,0,1,0,0,0,0,0.4648640449012081,67005.40039895353,Medium Risk,Germany
1,87107.57,1,5,127864.4,1,1,0,0,1,0,0,0,1,0.6512775207088773,222945.95290535912,Medium Risk,Germany
1,45613.75,1,0,75888.2,1,0,0,0,1,0,0,0,1,0.5068349585345844,0.0,Medium Risk,Germany
0,1643.11,3,4,119827.49379288736,1,1,0,0,0,1,0,0,1,0.7604298681876703,114828.35393081256,High Risk,Spain
1,46775.28,3,4,40685.92,1,1,1,0,0,1,0,0,0,0.4648640449012081,87089.99463309217,Medium Risk,Spain
1,84509.57,1,5,136857.0,1,0,0,0,1,0,0,0,1,0.6512775207088773,238625.56174172586,Medium Risk,Germany
0,126494.82,4,9,152328.88,2,0,0,0,0,0,1,0,0,0.4747796987262266,720055.9822166682,Medium Risk,UK
1,178798.13,1,1,56084.69,2,0,0,0,1,0,0,0,0,0.3765938285064211,34963.54187230421,Medium Risk,Germany
1,99398.36,1,8,78707.16,1,1,1,0,1,0,0,0,0,0.4648640449012081,336952.2499177075,Medium Risk,Germany
1,92840.67,6,4,109166.37,1,1,1,0,0,0,0,1,0,0.4648640449012081,233675.39869847245,Medium Risk,USA
0,27758.36,2,6,169831.46,2,1,1,1,0,0,0,0,0,0.4747796987262266,535193.5835217888,Medium Risk,France
0,110431.51,2,1,101633.04,1,1,0,1,0,0,0,0,1,0.7604298681876703,24348.24078928777,High Risk,France
1,196673.28,4,10,123180.01,2,1,1,0,0,0,1,0,0,0.2905765233758223,873867.9094480097,Low Risk,UK
0,113656.85,2,5,150725.53,2,0,1,1,0,0,0,0,0,0.4747796987262266,395820.5413812459,Medium Risk,France
0,18203.0,4,8,98373.26,1,1,0,0,0,0,1,0,1,0.7604298681876703,188538.3589200686,High Risk,UK
1,28373.86,3,2,133745.44,4,1,0,0,0,1,0,0,1,0.9935752137687388,1718.57172281194,High Risk,Spain
1,33953.87,6,6,119827.49379288736,1,1,0,0,0,0,0,1,1,0.6512775207088773,250719.24433618374,Medium Risk,USA
0,44203.55,2,0,163607.18,1,0,1,1,0,0,0,0,1,0.5073786097760308,0.0,Medium Risk,France
0,58426.81,6,5,157780.84,2,1,1,0,0,0,0,1,0,0.4747796987262266,414348.50160014513,Medium Risk,USA
1,145562.4,2,9,119827.49379288736,2,0,1,1,0,0,0,0,0,0.0681507590393619,1004950.432234059,Low Risk,France
0,22388.0,2,1,178718.19,2,1,0,1,0,0,0,0,0,0.4747796987262266,93866.42159490347,Medium Risk,France
1,139161.64,4,8,119827.49379288736,2,1,1,0,0,0,1,0,0,0.0681507590393619,893289.2730969413,Low Risk,UK
0,148210.64,4,9,119827.49379288736,1,1,1,0,0,0,1,0,1,0.6003838829610354,430964.9800562185,Medium Risk,UK
1,194239.63,6,5,77253.22,1,0,1,0,0,0,0,1,0,0.4648640449012081,206704.8783457855,Medium Risk,USA
0,98301.61,5,10,122189.66,2,1,0,0,0,0,0,0,0,0.4747796987262266,641764.9003773994,Medium Risk,France
0,171413.66,2,1,96645.54,2,0,0,1,0,0,0,0,0,0.3765938285064211,60249.426083329534,Medium Risk,France
0,136458.19,4,2,119827.49379288736,1,1,0,0,0,0,1,0,1,0.7604298681876703,57414.17696540628,High Risk,UK
0,26019.59,6,3,119827.49379288736,2,0,0,0,0,0,0,1,0,0.1591151671009648,302283.36628422677,Low Risk,USA
0,159235.29,3,4,90307.62,1,1,1,0,0,1,0,0,1,0.6003838829610354,144353.52177372135,Medium Risk,Spain
0,1907.66,5,4,119827.49379288736,2,1,0,0,0,0,0,0,0,0.1591151671009648,403044.4883789691,Low Risk,France
0,114675.75,3,10,119827.49379288736,2,1,1,0,0,1,0,0,0,0.1591151671009648,1007611.2209474227,Low Risk,Spain
1,128643.35,4,3,121681.82,1,1,0,0,0,0,1,0,1,0.6512775207088773,127299.55786516835,Medium Risk,UK
1,151869.35,6,9,119827.49379288736,2,1,0,0,0,0,0,1,0,0.0681507590393619,1004950.432234059,Low Risk,USA
0,93251.42,2,4,119827.49379288736,3,1,0,1,0,0,0,0,1,0.949616144899554,24149.484337241698,High Risk,France
0,156791.36,4,3,81623.67,2,1,1,0,0,0,1,0,0,0.1690785273462436,203468.58023941272,Low Risk,UK
0,174205.22,6,5,119827.49379288736,3,1,1,0,0,0,0,1,1,0.949616144899554,30186.85542155212,High Risk,USA
1,147132.46,6,7,118626.55,2,1,0,0,0,0,0,1,1,0.6058578856152504,327290.03467417747,Medium Risk,USA
0,109614.57,2,10,119827.49379288736,2,1,0,1,0,0,0,0,0,0.1591151671009648,1007611.2209474227,Low Risk,France
1,172290.61,3,8,119827.49379288736,2,1,1,0,0,1,0,0,0,0.0681507590393619,893289.2730969413,Low Risk,Spain
1,85982.47,5,4,119827.49379288736,2,0,1,0,0,0,0,0,0,0.0681507590393619,446644.63654847065,Low Risk,France
1,121277.78,5,10,176273.95,1,0,1,0,0,0,0,0,0,0.2516031984799294,1319228.6037130884,Low Risk,France
1,64595.25,3,9,102827.44,1,0,1,0,0,1,0,0,0,0.4648640449012081,495239.9428328735,Medium Risk,Spain
1,197276.13,3,8,97086.4,2,1,1,0,0,1,0,0,0,0.1690785273462436,645369.3957012132,Low Risk,Spain
1,99645.04,4,8,119827.49379288736,2,0,0,0,0,0,1,0,0,0.0681507590393619,893289.2730969413,Low Risk,UK
1,6534.18,2,9,119827.49379288736,2,0,0,1,0,0,0,0,0,0.0681507590393619,1004950.432234059,Low Risk,France
0,161848.03,6,6,119827.49379288736,1,1,1,0,0,0,0,1,1,0.6003838829610354,287309.9867041457,Medium Risk,USA
0,167162.43,5,6,119827.49379288736,2,0,0,0,0,0,0,0,0,0.1591151671009648,604566.7325684535,Low Risk,France
1,41970.72,3,9,82674.15,1,1,0,0,0,1,0,0,1,0.5068349585345844,366948.0055158119,Medium Risk,Spain
1,60536.56,6,7,119827.49379288736,2,1,0,0,0,0,0,1,0,0.0681507590393619,781628.1139598236,Low Risk,USA
0,177655.68,2,1,119827.49379288736,1,1,1,1,0,0,0,0,1,0.6003838829610354,47884.99778402428,Medium Risk,France
0,30984.59,5,4,107073.27,2,1,1,0,0,0,0,0,0,0.3414351141288982,282058.78334958263,Medium Risk,France
1,10054.53,1,1,88938.62,1,1,1,0,1,0,0,0,0,0.4648640449012081,47594.25335886852,Medium Risk,Germany
0,36976.52,2,2,99806.85,1,0,1,1,0,0,0,0,1,0.5073786097760308,98333.97840175033,Medium Risk,France
1,71862.79,3,5,150092.8,1,0,0,0,0,1,0,0,1,0.6512775207088773,261703.66669873308,Medium Risk,Spain
1,99449.86,2,9,92833.89,1,1,0,1,0,0,0,0,1,0.6512775207088773,291359.37854735425,Medium Risk,France
1,63082.88,1,3,90536.81,1,0,1,0,1,0,0,0,0,0.4648640449012081,145348.50687284357,Medium Risk,Germany
1,27231.26,6,7,108055.1,2,1,0,0,0,0,0,1,1,0.6058578856152504,298123.4590883889,Medium Risk,USA
1,86797.41,4,2,100238.35,1,0,0,0,0,0,1,0,1,0.6512775207088773,69910.7318641026,Medium Risk,UK
1,22994.32,4,9,106190.55,1,0,1,0,0,0,1,0,0,0.4648640449012081,511437.43257044425,Medium Risk,UK
1,101300.94,4,9,154475.54,2,0,1,0,0,0,1,0,0,0.2905765233758223,986297.1717617752,Low Risk,UK
0,74169.13,4,9,132351.29,2,1,1,0,0,0,1,0,0,0.4747796987262266,625622.259669953,Medium Risk,UK
0,115638.29,2,6,167864.4,1,1,0,1,0,0,0,0,1,0.7604298681876703,241291.77860758576,High Risk,France
0,31766.3,4,1,119827.49379288736,2,1,0,0,0,0,1,0,0,0.1591151671009648,100761.12209474227,Low Risk,UK
0,199725.39,4,8,107818.63,1,1,0,0,0,0,1,0,1,0.7604298681876703,206640.98720739843,High Risk,UK
1,120834.48,5,4,185173.81,2,1,0,0,0,0,0,0,0,0.2905765233758223,525466.5922797797,Low Risk,France
1,38131.77,6,8,129433.34,2,0,0,0,0,0,0,1,0,0.2905765233758223,734584.4004310339,Low Risk,USA
1,100130.95,6,6,120193.42,1,0,0,0,0,0,0,1,1,0.6512775207088773,251484.88450127526,Medium Risk,USA
0,141069.88,2,6,119827.49379288736,2,1,0,1,0,0,0,0,0,0.1591151671009648,604566.7325684535,Low Risk,France
0,198129.36,1,10,126384.42,1,1,1,0,1,0,0,0,1,0.6003838829610354,505052.51174621657,Medium Risk,Germany
0,183646.41,6,3,119827.49379288736,1,0,0,0,0,0,0,1,1,0.7604298681876703,86121.2654481094,High Risk,USA
1,110265.24,2,9,152603.45,1,1,0,1,0,0,0,0,1,0.6512775207088773,478946.28089140984,Medium Risk,France
0,8636.05,1,1,119827.49379288736,1,0,1,0,1,0,0,0,1,0.5073786097760308,59029.58657930621,Medium Risk,Germany
1,46824.08,2,0,148507.24,1,1,0,1,0,0,0,0,1,0.6512775207088773,0.0,Medium Risk,France
0,171378.77,1,7,119827.49379288736,2,1,0,0,1,0,0,0,0,0.1591151671009648,705327.8546631959,Low Risk,Germany
1,167256.35,1,9,101827.07,1,1,0,0,1,0,0,0,1,0.6512775207088773,319584.4947841563,Medium Risk,Germany
0,124226.16,5,3,119827.49379288736,2,1,1,0,0,0,0,0,0,0.1591151671009648,302283.36628422677,Low Risk,France
0,114935.21,2,9,130862.43,1,1,1,1,0,0,0,0,1,0.5073786097760308,580190.6897521816,Medium Risk,France
1,35608.88,4,9,122570.87,1,1,1,0,0,0,1,0,0,0.4648640449012081,590328.7162626588,Medium Risk,UK
1,16459.37,2,1,119827.49379288736,2,0,1,1,0,0,0,0,0,0.0681507590393619,111661.15913711766,Low Risk,France
1,124411.08,2,7,124828.46,2,1,1,1,0,0,0,0,0,0.2905765233758223,619893.6805238947,Low Risk,France
0,34941.23,1,5,144895.05,2,1,1,0,1,0,0,0,0,0.4747796987262266,380509.1090703923,Medium Risk,Germany
0,167784.28,5,5,63663.93,1,0,1,0,0,0,0,0,1,0.6003838829610354,127205.66251020225,Medium Risk,France
1,93165.34,4,2,133463.1,1,0,1,0,0,0,1,0,0,0.4648640449012081,142841.80697789116,Medium Risk,UK
0,75161.25,3,2,213146.2,1,1,0,0,0,1,0,0,1,0.7604298681876703,102126.92645859437,High Risk,Spain
0,8590.83,6,1,129490.36,2,0,1,0,0,0,0,1,0,0.4747796987262266,68010.96589124938,Medium Risk,USA
1,189543.9,2,10,137452.09,1,1,0,1,0,0,0,0,1,0.6512775207088773,479326.3360854653,Medium Risk,France
1,180427.24,2,7,119827.49379288736,2,1,1,1,0,0,0,0,0,0.0681507590393619,781628.1139598236,Low Risk,France
0,193318.33,4,5,125851.93,1,1,1,0,0,0,1,0,1,0.6003838829610354,251462.29794229785,Medium Risk,UK
1,159123.82,4,2,119827.49379288736,1,1,0,0,0,0,1,0,1,0.6512775207088773,83573.08144539458,Medium Risk,UK
0,126213.84,6,5,40915.55,1,1,0,0,0,0,0,1,1,0.7604298681876703,49010.71853336983,High Risk,USA
0,54141.5,5,5,113157.22,1,1,1,0,0,0,0,0,1,0.5073786097760308,278718.3351513977,Medium Risk,France
0,141075.51,2,8,138296.94,2,1,0,1,0,0,0,0,0,0.4747796987262266,581090.8839363278,Medium Risk,France
1,24495.03,6,5,106967.18,1,0,0,0,0,0,0,1,1,0.6512775207088773,186509.3010618989,Medium Risk,USA
1,74836.34,4,9,120681.63,1,1,0,0,0,0,1,0,1,0.6512775207088773,378759.57496644533,Medium Risk,UK
1,878.87,5,0,119827.49379288736,2,0,1,0,0,0,0,0,0,0.0681507590393619,0.0,Low Risk,France
0,89520.75,3,7,119827.49379288736,2,1,0,0,0,1,0,0,0,0.1591151671009648,705327.8546631959,Low Risk,Spain
0,149892.79,2,9,119827.49379288736,1,1,0,1,0,0,0,0,1,0.7604298681876703,258363.79634432826,High Risk,France
1,180800.42,2,8,119827.49379288736,2,1,0,1,0,0,0,0,0,0.0681507590393619,893289.2730969413,Low Risk,France
1,98646.22,2,2,127609.59,1,1,0,1,0,0,0,0,1,0.6512775207088773,89000.6652122473,Medium Risk,France
0,109041.53,4,6,119827.49379288736,2,1,1,0,0,0,1,0,0,0.1591151671009648,604566.7325684535,Low Risk,UK
1,17941.16,4,7,119827.49379288736,1,1,0,0,0,0,1,0,1,0.6512775207088773,292505.78505888104,Medium Risk,UK
0,82996.47,3,7,119827.49379288736,2,0,0,0,0,1,0,0,0,0.1591151671009648,705327.8546631959,Low Risk,Spain
0,92067.35,5,2,119827.49379288736,2,1,1,0,0,0,0,0,0,0.1591151671009648,201522.24418948454,Low Risk,France
0,104719.66,3,6,97259.25,1,0,1,0,0,1,0,0,1,0.5073786097760308,287471.9216828435,Medium Risk,Spain
0,112687.57,2,4,123246.7,1,0,0,1,0,0,0,0,1,0.7604298681876703,118104.9126577386,High Risk,France
0,84699.56,3,6,101060.25,1,0,1,0,0,1,0,0,1,0.5073786097760308,298706.6451082913,Medium Risk,Spain
1,83473.82,6,2,119827.49379288736,2,1,0,0,0,0,0,1,0,0.0681507590393619,223322.31827423532,Low Risk,USA
0,47125.11,1,7,108007.36,1,0,0,0,1,0,0,0,1,0.6509918137192809,263868.1697299808,Medium Risk,Germany
0,106977.8,1,2,119827.49379288736,2,1,1,0,1,0,0,0,0,0.1591151671009648,201522.24418948454,Low Risk,Germany
1,55582.54,5,0,133702.89,1,1,0,0,0,0,0,0,1,0.6512775207088773,0.0,Medium Risk,France
1,139874.43,1,9,125189.75,2,1,1,0,1,0,0,0,0,0.2905765233758223,799312.9291444048,Low Risk,Germany
0,162503.48,3,7,113034.22,1,1,0,0,0,1,0,0,1,0.7604298681876703,189557.3608929271,High Risk,Spain
0,196499.96,3,9,109013.23,1,1,0,0,0,1,0,0,1,0.7604298681876703,235046.8249234903,High Risk,Spain
0,40721.24,6,2,119827.49379288736,2,1,0,0,0,0,0,1,0,0.1591151671009648,201522.24418948454,Low Risk,USA
1,53134.3,4,9,57929.81,2,0,0,0,0,0,1,0,0,0.3765938285064211,325024.20960705396,Medium Risk,UK
0,164017.89,3,4,130114.39,1,1,0,0,0,1,0,0,1,0.7604298681876703,124686.08625192348,High Risk,Spain
1,155996.96,2,5,95826.49,2,1,0,1,0,0,0,0,0,0.3765938285064211,298694.12629283866,Medium Risk,France
1,5472.7,6,10,129608.57,1,1,0,0,0,0,0,1,1,0.6512775207088773,451974.2186777703,Medium Risk,USA
1,112187.11,2,4,169462.09,1,1,0,1,0,0,0,0,1,0.6512775207088773,236380.96068262146,Medium Risk,France
1,146457.83,6,5,119827.49379288736,2,1,1,0,0,0,0,1,0,0.0681507590393619,558305.7956855883,Low Risk,USA
0,27286.1,1,7,133868.21,1,1,1,0,1,0,0,0,1,0.5073786097760308,461624.4060189598,Medium Risk,Germany
0,130553.47,4,0,119827.49379288736,2,1,1,0,0,0,1,0,0,0.1591151671009648,0.0,Low Risk,UK
1,179351.89,3,5,190479.48,2,0,0,0,0,1,0,0,0,0.2905765233758223,675653.0746358277,Low Risk,Spain
0,94774.12,6,8,101993.12,1,0,1,0,0,0,0,1,1,0.5073786097760308,401951.94054144097,Medium Risk,USA
0,8080.85,6,3,161608.81,1,1,0,0,0,0,0,1,1,0.7604298681876703,116149.93174120122,High Risk,USA
0,19482.5,4,2,122311.21,1,1,1,0,0,0,1,0,1,0.5073786097760308,120506.2366203517,Medium Risk,UK
1,48071.61,6,2,119827.49379288736,2,1,1,0,0,0,0,1,0,0.0681507590393619,223322.31827423532,Low Risk,USA
0,174531.27,6,1,162150.42,2,1,0,0,0,0,0,1,0,0.4747796987262266,85164.6924440689,Medium Risk,USA
1,55470.78,3,2,119827.49379288736,2,1,1,0,0,1,0,0,0,0.0681507590393619,223322.31827423532,Low Risk,Spain
0,8546.87,2,4,119827.49379288736,1,1,1,1,0,0,0,0,1,0.5073786097760308,236118.34631722484,Medium Risk,France
1,95857.18,5,8,119827.49379288736,2,1,0,0,0,0,0,0,0,0.0681507590393619,893289.2730969413,Low Risk,France
0,194945.8,1,1,99010.67,1,1,0,0,1,0,0,0,1,0.6509918137192809,34555.5343591388,Medium Risk,Germany
0,131521.72,4,0,119827.49379288736,1,0,1,0,0,0,1,0,1,0.5073786097760308,0.0,Medium Risk,UK
1,196108.51,5,5,119827.49379288736,2,0,1,0,0,0,0,0,0,0.0681507590393619,558305.7956855883,Low Risk,France
0,148564.76,4,7,111388.18,2,1,0,0,0,0,1,0,1,0.6058578856152504,307319.4094786835,Medium Risk,UK
0,92982.61,1,8,56214.85,2,0,0,0,1,0,0,0,0,0.3765938285064211,280357.4753566865,Medium Risk,Germany
0,17675.36,2,3,84327.77,2,1,0,1,0,0,0,0,0,0.3765938285064211,157711.35673887323,Medium Risk,France
1,114996.43,5,1,119827.49379288736,2,0,0,0,0,0,0,0,0,0.0681507590393619,111661.15913711766,Low Risk,France
1,86957.42,1,8,93012.89,1,1,0,0,1,0,0,0,1,0.6512775207088773,259485.48485465976,Medium Risk,Germany
1,128077.8,6,9,61710.44,2,1,0,0,0,0,0,1,0,0.3765938285064211,346236.0222742579,Medium Risk,USA
1,600.36,5,3,174790.15,1,1,1,0,0,0,0,0,0,0.2516031984799294,392437.1675916401,Low Risk,France
0,43001.46,4,6,119827.49379288736,2,1,1,0,0,0,1,0,0,0.1591151671009648,604566.7325684535,Low Risk,UK
1,158591.12,3,3,107720.64,1,1,1,0,0,1,0,0,0,0.4648640449012081,172935.5627107594,Medium Risk,Spain
1,47847.19,2,10,119827.49379288736,2,1,1,1,0,0,0,0,0,0.0681507590393619,1116611.5913711765,Low Risk,France
1,10488.44,5,6,96423.84,1,1,0,0,0,0,0,0,1,0.6512775207088773,201750.96328542315,Medium Risk,France
1,5978.2,3,2,141040.01,1,1,1,0,0,1,0,0,0,0.2516031984799294,211107.78474071756,Low Risk,Spain
1,121409.06,3,4,105420.18,1,0,1,0,0,1,0,0,0,0.4648640449012081,225656.51484394626,Medium Risk,Spain
1,146145.93,2,5,119827.49379288736,1,0,1,1,0,0,0,0,0,0.4648640449012081,320620.0016897567,Medium Risk,France
0,14374.86,1,2,129022.06,2,1,1,0,1,0,0,0,0,0.4747796987262266,135530.01044832575,Medium Risk,Germany
1,94670.77,1,3,176666.62,1,1,0,0,1,0,0,0,1,0.6512775207088773,184822.8652031479,Medium Risk,Germany
1,179670.31,3,3,119827.49379288736,1,1,1,0,0,1,0,0,0,0.4648640449012081,192372.00101385402,Medium Risk,Spain
0,199304.74,2,3,89763.84,1,0,0,1,0,0,0,0,1,0.7604298681876703,64514.204942342614,High Risk,France
1,151954.39,3,5,134954.53,1,1,1,0,0,1,0,0,0,0.4648640449012081,361095.1065322929,Medium Risk,Spain
1,142513.5,6,5,119827.49379288736,1,1,0,0,0,0,0,1,1,0.6512775207088773,208932.70361348646,Medium Risk,USA
1,158264.62,2,2,106376.85,1,0,1,1,0,0,0,0,0,0.4648640449012081,113852.15445030187,Medium Risk,France
1,169381.9,5,2,161814.64,2,1,0,0,0,0,0,0,0,0.2905765233758223,229590.2089549795,Low Risk,France
1,169915.02,5,8,119827.49379288736,2,1,1,0,0,0,0,0,0,0.0681507590393619,893289.2730969413,Low Risk,France
0,88852.47,6,9,119827.49379288736,2,0,0,0,0,0,0,1,0,0.1591151671009648,906850.0988526805,Low Risk,USA
0,40645.81,2,1,63095.01,1,1,1,1,0,0,0,0,1,0.5073786097760308,31081.95154239524,Medium Risk,France
1,60427.3,3,4,118287.01,2,0,0,0,0,1,0,0,1,0.6058578856152504,186487.56890260006,Medium Risk,Spain
1,157959.02,3,7,106854.21,1,0,1,0,0,1,0,0,0,0.4648640449012081,400270.70807273826,Medium Risk,Spain
1,133007.34,3,7,49512.55,1,1,0,0,0,1,0,0,1,0.5068349585345844,170925.01141665925,Medium Risk,Spain
0,176576.62,6,9,119827.49379288736,2,0,0,0,0,0,0,1,0,0.1591151671009648,906850.0988526805,Low Risk,USA
1,34888.04,6,1,105799.32,2,1,0,0,0,0,0,1,0,0.3765938285064211,65955.94902782404,Medium Risk,USA
1,28737.71,4,8,119827.49379288736,1,1,1,0,0,0,1,0,0,0.4648640449012081,512992.00270361075,Medium Risk,UK
0,98178.57,5,9,114722.05,2,1,1,0,0,0,0,0,0,0.3414351141288982,679967.2238863395,Medium Risk,France
1,125010.24,5,7,119827.49379288736,1,0,1,0,0,0,0,0,0,0.4648640449012081,448868.0023656594,Medium Risk,France
1,167984.61,1,2,119827.49379288736,2,1,1,0,1,0,0,0,0,0.0681507590393619,223322.31827423532,Low Risk,Germany
1,4861.72,5,10,119827.49379288736,1,1,0,0,0,0,0,0,1,0.6512775207088773,417865.4072269729,Medium Risk,France
