AccountId,CustomerId,Tenure,Balance,NumProducts,HasCreditCard,IsActive
A15589975SID,15589975,6,97259.25,1,0,1
A15804017SID,15804017,4,123246.7,1,0,0
A15692132SID,15692132,6,101060.25,1,0,1
A15641122SID,15641122,2,,2,1,0
A15630910SID,15630910,7,108007.36,1,0,0
A15680772SID,15680772,2,,2,1,1
A15658929SID,15658929,0,133702.89,1,1,0
A15585388SID,15585388,9,125189.75,2,1,1
A15724623SID,15724623,7,113034.22,1,1,0
A15588537SID,15588537,9,109013.23,1,1,0
A15574692SID,15574692,2,,2,1,0
A15611325SID,15611325,9,57929.81,2,0,0
A15587562SID,15587562,4,130114.39,1,1,0
A15613172SID,15613172,5,95826.49,2,1,0
A15651022SID,15651022,10,129608.57,1,1,0
A15586310SID,15586310,4,169462.09,1,1,0
A15625524SID,15625524,5,,2,1,1
A15755209SID,15755209,7,133868.21,1,1,1
A15645248SID,15645248,0,,2,1,1
A15790355SID,15790355,5,190479.48,2,0,0
A15762615SID,15762615,8,101993.12,1,0,1
A15625426SID,15625426,3,161608.81,1,1,0
A15716334SID,15716334,2,122311.21,1,1,1
A15789669SID,15789669,2,,2,1,1
A15621075SID,15621075,1,162150.42,2,1,0
A15810845SID,15810845,2,,2,1,1
A15719377SID,15719377,4,,1,1,1
A15654506SID,15654506,8,,2,1,0
A15771977SID,15771977,1,99010.67,1,1,0
A15708710SID,15708710,0,,1,0,1
A15726676SID,15726676,5,,2,0,1
A15587421SID,15587421,7,111388.18,2,1,0
A15726931SID,15726931,8,56214.85,2,0,0
A15771086SID,15771086,3,84327.77,2,1,0
A15756850SID,15756850,1,,2,0,0
A15702741SID,15702741,8,93012.89,1,1,0
A15679200SID,15679200,9,61710.44,2,1,0
A15594815SID,15594815,3,174790.15,1,1,1
A15635905SID,15635905,6,,2,1,1
A15777892SID,15777892,3,107720.64,1,1,1
A15656176SID,15656176,10,,2,1,1
A15811127SID,15811127,6,96423.84,1,1,0
A15604482SID,15604482,2,141040.01,1,1,1
A15622911SID,15622911,4,105420.18,1,0,1
A15600974SID,15600974,5,,1,0,1
A15727868SID,15727868,2,129022.06,2,1,1
A15627801SID,15627801,3,176666.62,1,1,0
A15773039SID,15773039,3,,1,1,1
A15755262SID,15755262,3,89763.84,1,0,0
A15679531SID,15679531,5,134954.53,1,1,1
A15684181SID,15684181,5,,1,1,0
A15612087SID,15612087,2,106376.85,1,0,1
A15752047SID,15752047,2,161814.64,2,1,0
A15624592SID,15624592,8,,2,1,1
A15573152SID,15573152,9,,2,0,0
A15594917SID,15594917,1,63095.01,1,1,1
A15785542SID,15785542,4,118287.01,2,0,0
A15723488SID,15723488,7,106854.21,1,0,1
A15680920SID,15680920,7,49512.55,1,1,0
A15786308SID,15786308,9,,2,0,0
A15659366SID,15659366,1,105799.32,2,1,0
A15774854SID,15774854,8,,1,1,1
A15725311SID,15725311,9,114722.05,2,1,1
A15787155SID,15787155,7,,1,0,1
A15727829SID,15727829,2,,2,1,1
A15733247SID,15733247,10,,1,1,0
A15568748SID,15568748,6,99564.22,1,1,1
A15699029SID,15699029,4,170557.91,2,1,0
A15774393SID,15774393,9,,2,1,1
A15676895SID,15676895,6,74596.15,3,1,1
A15637753SID,15637753,2,96888.39,1,1,0
A15605461SID,15605461,3,130830.22,1,1,0
A15808473SID,15808473,1,,2,0,1
A15627000SID,15627000,0,,2,1,0
A15787174SID,15787174,1,,2,0,1
A15723886SID,15723886,3,119714.25,2,0,1
A15704769SID,15704769,5,113978.97,2,0,1
A15772896SID,15772896,6,100160.75,1,1,0
A15711540SID,15711540,2,,1,1,1
A15764866SID,15764866,3,116220.5,3,1,0
A15794056SID,15794056,2,,3,1,0
A15795149SID,15795149,2,81173.83,2,0,1
A15812009SID,15812009,4,,2,1,0
A15651001SID,15651001,5,116803.8,1,1,0
A15813844SID,15813844,8,105961.68,2,0,1
A15596175SID,15596175,6,117411.6,1,1,1
A15576269SID,15576269,7,,2,1,0
A15797219SID,15797219,10,123497.58,1,1,0
A15685500SID,15685500,7,152400.51,2,1,0
A15599792SID,15599792,1,,2,1,1
A15657566SID,15657566,8,103097.85,1,1,1
A15772423SID,15772423,8,126418.14,1,1,0
A15628112SID,15628112,5,77846.9,1,0,0
A15753754SID,15753754,1,,2,1,1
A15793726SID,15793726,0,,2,0,1
A15694717SID,15694717,2,79731.91,1,1,1
A15665834SID,15665834,8,,1,0,0
A15765297SID,15765297,0,,2,0,1
A15636684SID,15636684,10,,2,1,1
A15592979SID,15592979,6,37266.67,2,0,0
A15750803SID,15750803,6,127992.25,1,1,1
A15607178SID,15607178,3,54901.01,1,1,1
A15713853SID,15713853,9,108748.08,2,1,1
A15673481SID,15673481,6,99906.19,1,1,0
A15686776SID,15686776,6,184686.41,2,1,0
A15673693SID,15673693,0,110654.02,1,0,1
A15700696SID,15700696,9,79019.8,1,1,1
A15813163SID,15813163,9,99240.51,1,1,0
A15653857SID,15653857,2,,2,1,1
A15777076SID,15777076,7,,2,1,0
A15717398SID,15717398,7,,1,0,0
A15799217SID,15799217,7,52436.2,1,1,0
A15787071SID,15787071,9,,2,0,1
A15619955SID,15619955,3,100337.96,3,1,0
A15796505SID,15796505,1,149297.19,2,1,1
A15725166SID,15725166,8,,2,1,0
A15800116SID,15800116,4,145605.44,1,0,1
A15758685SID,15758685,7,,2,1,1
A15694456SID,15694456,3,,1,1,1
A15767339SID,15767339,10,,2,1,0
A15683562SID,15683562,6,84026.86,1,0,1
A15782210SID,15782210,1,,1,1,0
A15668893SID,15668893,8,,2,1,1
A15669169SID,15669169,10,,2,1,1
A15643024SID,15643024,4,138718.92,1,1,1
A15699389SID,15699389,7,118274.71,1,1,1
A15708608SID,15708608,8,174185.98,2,0,1
A15626144SID,15626144,7,113208.86,2,1,0
A15573112SID,15573112,5,103907.28,1,1,0
A15790678SID,15790678,8,119023.28,1,1,0
A15727556SID,15727556,5,166297.89,1,1,1
A15697307SID,15697307,10,,2,1,0
A15652266SID,15652266,9,63227,1,0,1
A15607098SID,15607098,5,94521.17,2,1,0
A15655774SID,15655774,7,,2,1,0
A15590241SID,15590241,9,112822.26,1,0,0
A15785819SID,15785819,3,,2,1,1
A15723654SID,15723654,2,135903.33,1,1,0
A15774510SID,15774510,4,125169.26,1,1,1
A15684173SID,15684173,7,,3,1,0
A15650068SID,15650068,0,149117.31,1,1,1
A15811490SID,15811490,5,,2,1,1
A15803976SID,15803976,10,,2,1,0
A15682541SID,15682541,6,132311.71,1,0,0
A15695699SID,15695699,8,,2,1,0
A15624188SID,15624188,6,,2,1,1
A15812191SID,15812191,4,118082.89,1,0,0
A15636673SID,15636673,1,119266.69,1,1,1
A15594898SID,15594898,2,,1,1,1
A15660211SID,15660211,7,156847.29,2,1,0
A15773972SID,15773972,4,137104.47,1,1,0
A15746726SID,15746726,8,78398.69,1,1,0
A15712287SID,15712287,4,,2,1,1
A15702919SID,15702919,6,63669.42,1,1,0
A15674398SID,15674398,3,,2,0,0
A15797960SID,15797960,0,135296.33,1,1,0
A15631868SID,15631868,2,153804.44,1,1,1
A15581539SID,15581539,3,,2,0,0
A15662736SID,15662736,2,147069.78,1,1,0
A15666252SID,15666252,9,,2,1,1
A15677512SID,15677512,3,,1,1,0
A15626114SID,15626114,4,95741.75,1,1,0
A15810834SID,15810834,2,145965.33,1,1,1
A15678910SID,15678910,8,141441.75,1,1,1
A15694408SID,15694408,1,139290.41,1,1,0
A15585215SID,15585215,4,,2,0,0
A15682757SID,15682757,3,,2,1,0
A15736601SID,15736601,4,144428.87,1,1,0
A15601848SID,15601848,2,,2,1,0
A15736008SID,15736008,9,95441.27,1,1,0
A15669064SID,15669064,1,144848.74,1,1,1
A15624528SID,15624528,7,116244.14,2,1,1
A15598493SID,15598493,7,,2,0,1
A15601274SID,15601274,1,146502.07,1,1,0
A15702669SID,15702669,2,117028.6,2,0,1
A15728669SID,15728669,8,112013.81,1,1,0
A15742668SID,15742668,6,108269.37,1,1,0
A15697441SID,15697441,7,182123.79,1,1,0
A15740476SID,15740476,3,150923.74,2,0,1
A15648064SID,15648064,2,,2,1,0
A15636624SID,15636624,5,165272.13,1,1,0
A15807923SID,15807923,10,115301.31,1,1,0
A15745844SID,15745844,6,129502.49,2,0,1
A15786170SID,15786170,4,118342.26,1,0,0
A15681081SID,15681081,5,,2,1,1
A15684484SID,15684484,8,,2,0,0
A15785869SID,15785869,7,,2,1,0
A15763859SID,15763859,7,,2,1,0
A15658935SID,15658935,9,106937.05,2,1,0
A15747358SID,15747358,3,170331.37,1,1,1
A15735203SID,15735203,1,114510.85,1,1,1
A15576256SID,15576256,5,,2,1,1
A15659420SID,15659420,3,107594.11,2,1,1
A15593365SID,15593365,2,81273.13,1,1,1
A15777352SID,15777352,7,169399.6,1,1,0
A15812007SID,15812007,6,,2,1,1
A15625461SID,15625461,1,187841.99,2,1,1
A15739438SID,15739438,0,,2,1,0
A15611759SID,15611759,8,126776.3,2,1,1
A15661629SID,15661629,9,126436.29,1,1,0
A15633950SID,15633950,1,101960.74,1,1,1
A15592386SID,15592386,3,,2,0,1
A15803716SID,15803716,3,,2,0,1
A15696674SID,15696674,2,150842.93,1,0,1
A15706365SID,15706365,9,102535.57,1,1,1
A15745088SID,15745088,9,99027.61,2,1,0
A15676715SID,15676715,9,,2,1,1
A15613085SID,15613085,3,,1,1,1
A15633537SID,15633537,9,87271.41,2,1,0
A15594720SID,15594720,8,102742.91,2,1,1
A15684042SID,15684042,2,40105.51,2,0,1
A15583303SID,15583303,2,152265.43,1,1,0
A15611579SID,15611579,4,141947.67,1,1,1
A15774696SID,15774696,1,106307.91,2,0,1
A15694506SID,15694506,0,107884.81,2,1,1
A15688074SID,15688074,1,125013.72,1,1,1
A15759537SID,15759537,7,58469.37,2,1,1
A15758449SID,15758449,8,,1,0,1
A15583456SID,15583456,10,117231.63,3,1,1
A15667871SID,15667871,4,152390.26,1,1,0
A15677371SID,15677371,2,34013.63,1,1,0
A15629677SID,15629677,2,,3,0,0
A15713578SID,15713578,9,,2,1,1
A15591509SID,15591509,7,101583.11,2,1,0
A15568240SID,15568240,10,77168.87,2,0,1
A15622993SID,15622993,8,124695.72,2,1,0
A15689294SID,15689294,3,105934.96,1,1,0
A15720910SID,15720910,9,,1,1,1
A15721181SID,15721181,6,,2,1,0
A15776433SID,15776433,2,,2,1,1
A15748936SID,15748936,2,,2,0,1
A15717225SID,15717225,10,161525.96,2,1,0
A15685226SID,15685226,7,147199.07,1,1,1
A15785611SID,15785611,3,183102.29,1,1,1
A15573456SID,15573456,9,127209,2,1,0
A15684548SID,15684548,8,,2,0,0
A15620505SID,15620505,0,97378.54,1,1,1
A15807432SID,15807432,2,136925.09,2,0,1
A15584766SID,15584766,3,54503.55,1,1,1
A15612187SID,15612187,8,155726.85,1,1,0
A15762218SID,15762218,9,,2,0,1
A15646372SID,15646372,1,135842.41,1,1,0
A15690452SID,15690452,1,63349.75,1,1,0
A15747795SID,15747795,4,129499.42,1,1,1
A15781589SID,15781589,8,,2,0,1
A15732674SID,15732674,6,70438.01,2,0,1
A15642291SID,15642291,8,,2,1,1
A15692761SID,15692761,9,,1,1,0
A15578045SID,15578045,9,141434.04,1,0,0
A15745354SID,15745354,4,,2,1,0
A15701376SID,15701376,10,152958.29,2,1,1
A15691625SID,15691625,3,138306.34,1,1,0
A15566594SID,15566594,10,,2,0,0
A15760431SID,15760431,1,,2,1,1
A15686302SID,15686302,3,124328.84,1,1,1
A15801559SID,15801559,9,181461.48,3,1,1
A15810432SID,15810432,8,,2,1,0
A15809616SID,15809616,8,,2,0,0
A15720559SID,15720559,5,110368.03,1,0,0
A15695632SID,15695632,9,89588.35,1,1,1
A15659843SID,15659843,6,,2,0,0
A15615624SID,15615624,6,,2,0,0
A15810418SID,15810418,3,115924.89,1,1,0
A15716186SID,15716186,2,,2,1,0
A15674551SID,15674551,7,111756.5,1,1,0
A15622834SID,15622834,4,,1,1,0
A15566111SID,15566111,9,,1,1,0
A15784597SID,15784597,9,162923.85,1,1,0
A15652883SID,15652883,10,124576.65,2,1,0
A15806964SID,15806964,0,80793.58,1,1,1
A15576313SID,15576313,9,71340.09,1,1,0
A15806467SID,15806467,1,99282.63,1,0,0
A15597602SID,15597602,3,137946.39,1,1,1
A15743040SID,15743040,2,127892.57,2,0,1
A15705521SID,15705521,0,101084.36,1,1,0
A15595039SID,15595039,8,114754.08,1,1,0
A15799384SID,15799384,8,,1,0,0
A15581197SID,15581197,3,99286.98,1,0,1
A15693737SID,15693737,4,79871.02,2,1,0
A15624623SID,15624623,10,104088.59,2,0,0
A15783501SID,15783501,2,168190.33,2,1,0
A15690134SID,15690134,3,85679.25,1,1,1
A15782735SID,15782735,3,,1,0,0
A15611088SID,15611088,9,,2,1,0
A15672145SID,15672145,7,121551.58,2,1,1
A15732628SID,15732628,2,122220.19,1,1,1
A15787470SID,15787470,3,116528.15,1,0,0
A15803406SID,15803406,1,77780.29,1,0,1
A15730460SID,15730460,2,,1,0,0
A15644572SID,15644572,4,125832.2,1,1,1
A15694860SID,15694860,6,68065.8,1,0,0
A15658169SID,15658169,6,127299.34,2,1,0
A15794396SID,15794396,7,174937.64,1,1,0
A15785798SID,15785798,9,,2,0,1
A15710825SID,15710825,7,110071.1,1,0,0
A15668444SID,15668444,3,139432.37,1,1,0
A15726631SID,15726631,6,127357.76,1,0,1
A15733797SID,15733797,5,,2,1,0
A15747960SID,15747960,3,,1,1,1
A15634632SID,15634632,3,,2,1,0
A15707362SID,15707362,1,95556.31,1,0,1
A15662976SID,15662976,8,,1,1,1
A15732778SID,15732778,1,111681.98,2,1,1
A15718443SID,15718443,3,,2,1,0
A15670039SID,15670039,3,108738.71,2,1,0
A15773792SID,15773792,4,133950.37,1,1,1
A15613786SID,15613786,4,,2,1,1
A15726032SID,15726032,9,89968.69,1,1,0
A15663252SID,15663252,9,,2,1,1
A15593782SID,15593782,5,130878.75,3,1,0
A15633283SID,15633283,8,,2,1,0
A15749167SID,15749167,3,,2,1,1
A15759298SID,15759298,10,134169.62,1,1,1
A15683625SID,15683625,1,149762.08,1,1,0
A15635367SID,15635367,2,93844.69,1,1,0
A15681705SID,15681705,8,,2,1,0
A15603156SID,15603156,1,,2,1,0
A15591986SID,15591986,6,141078.37,1,0,0
A15798888SID,15798888,1,117992.59,1,1,1
A15809722SID,15809722,8,100812.33,2,1,0
A15677538SID,15677538,7,,1,1,1
A15797736SID,15797736,4,80262.6,1,1,1
A15695585SID,15695585,6,156478.62,1,0,1
A15744398SID,15744398,5,,2,1,0
A15750658SID,15750658,8,,3,0,0
A15578186SID,15578186,9,115217.99,2,1,0
A15676519SID,15676519,9,,2,1,0
A15637954SID,15637954,0,155470.55,1,1,1
A15758639SID,15758639,7,,2,1,0
A15613772SID,15613772,3,135096.77,1,1,1
A15731744SID,15731744,2,,2,0,1
A15807709SID,15807709,9,180075.22,1,1,1
A15714689SID,15714689,1,97541.24,1,1,1
A15699005SID,15699005,2,156067.05,1,1,1
A15624170SID,15624170,4,81550.94,2,0,1
A15725679SID,15725679,6,,1,0,0
A15585865SID,15585865,2,170061.92,2,0,0
A15804256SID,15804256,8,92310.54,2,1,1
A15662403SID,15662403,6,169089.38,2,1,0
A15733616SID,15733616,5,80613.93,1,1,1
A15591995SID,15591995,8,121581.56,2,1,1
A15677020SID,15677020,8,,1,0,1
A15727688SID,15727688,4,,2,1,1
A15715941SID,15715941,5,,2,1,1
A15714485SID,15714485,5,85891.55,1,1,0
A15730059SID,15730059,9,77637.35,2,1,1
A15715527SID,15715527,4,,1,0,0
A15576623SID,15576623,5,,2,1,0
A15805565SID,15805565,7,116927.89,1,1,0
A15677307SID,15677307,6,137326.65,1,1,0
A15773890SID,15773890,5,,2,1,1
A15598883SID,15598883,2,,2,1,1
A15568506SID,15568506,10,67238.98,2,1,1
A15761043SID,15761043,6,86569.76,2,1,0
A15782236SID,15782236,5,,2,0,0
A15593601SID,15593601,6,133598.4,1,1,1
A15682048SID,15682048,3,136188.78,1,1,1
A15746902SID,15746902,9,,2,1,0
A15752081SID,15752081,10,,3,0,1
A15781307SID,15781307,7,120092.52,2,1,0
A15775912SID,15775912,4,101238.24,2,0,1
A15745417SID,15745417,6,89685.92,1,0,1
A15671256SID,15671256,1,211774.31,1,1,0
A15653547SID,15653547,7,131317.48,1,1,1
A15595766SID,15595766,5,93722.73,2,1,1
A15742358SID,15742358,8,101160.99,1,1,1
A15763274SID,15763274,3,120320.54,1,0,0
A15786063SID,15786063,2,,2,1,1
A15600258SID,15600258,2,,2,1,1
A15573318SID,15573318,8,,2,1,0
A15653849SID,15653849,3,152827.99,1,1,0
A15694272SID,15694272,1,64097.75,1,1,1
A15736112SID,15736112,2,119035.35,2,1,1
A15749851SID,15749851,4,135219.57,1,0,1
A15663478SID,15663478,6,93694.42,1,1,1
A15592300SID,15592300,10,59408.63,1,1,0
A15567832SID,15567832,7,114354.95,1,1,0
A15776780SID,15776780,1,,1,1,0
A15592846SID,15592846,10,128173.9,2,1,0
A15739803SID,15739803,9,,2,1,0
A15794142SID,15794142,5,114931.35,3,0,1
A15762729SID,15762729,1,111071.36,1,1,0
A15667896SID,15667896,8,151226.18,2,1,1
A15626578SID,15626578,9,,2,1,1
A15776223SID,15776223,4,64740.12,1,1,1
A15705953SID,15705953,0,169312.13,1,1,0
A15802593SID,15802593,7,,3,0,1
A15615457SID,15615457,2,112652.08,2,1,0
A15708916SID,15708916,0,,2,1,0
A15720187SID,15720187,7,143964.36,2,1,0
A15595440SID,15595440,7,122451.46,2,1,1
A15600651SID,15600651,1,,3,1,1
A15750141SID,15750141,3,65253.07,2,1,0
A15657284SID,15657284,6,106901.94,1,1,1
A15763063SID,15763063,10,128509.63,1,1,0
A15709324SID,15709324,7,,2,1,0
A15711309SID,15711309,3,129834.67,1,1,0
A15775318SID,15775318,3,154962.99,3,0,1
A15705515SID,15705515,5,138241.9,2,1,0
A15634844SID,15634844,3,91536.93,1,1,0
A15717046SID,15717046,3,,2,1,1
A15571816SID,15571816,5,,1,1,1
A15670080SID,15670080,7,105204.01,1,0,1
A15800440SID,15800440,1,152968.73,1,0,1
A15665678SID,15665678,8,158261.68,1,1,1
A15665956SID,15665956,1,,1,1,0
A15788126SID,15788126,6,121021.05,1,1,1
A15811773SID,15811773,4,,2,1,1
A15651674SID,15651674,2,,1,0,0
A15689614SID,15689614,1,137715.66,1,1,1
A15795564SID,15795564,5,121192.22,2,1,1
A15706647SID,15706647,7,,3,1,1
A15728505SID,15728505,1,100486.18,2,1,1
A15730076SID,15730076,1,,1,1,0
A15622003SID,15622003,9,92566.53,2,1,0
A15607312SID,15607312,10,,2,1,1
A15644753SID,15644753,3,110929.96,1,1,1
A15653620SID,15653620,8,,2,1,1
A15761986SID,15761986,3,138901.61,1,1,0
A15633922SID,15633922,4,123217.66,2,0,1
A15734674SID,15734674,6,,1,1,0
A15658032SID,15658032,2,,2,1,1
A15692671SID,15692671,8,,2,1,0
A15737741SID,15737741,2,108431.87,2,0,1
A15576352SID,15576352,3,,2,0,1
A15753719SID,15753719,9,72392.41,1,1,0
A15803689SID,15803689,1,119741.77,2,0,0
A15718057SID,15718057,2,100946.71,1,0,0
A15722010SID,15722010,9,170491.84,1,1,0
A15680998SID,15680998,5,,1,1,1
A15614782SID,15614782,1,,1,1,0
A15591047SID,15591047,6,157296.02,2,0,0
A15788291SID,15788291,7,144606.22,1,1,1
A15604044SID,15604044,8,134811.3,1,1,0
A15679587SID,15679587,9,115897.12,1,1,1
A15775153SID,15775153,4,82034,1,0,0
A15603925SID,15603925,4,174318.13,2,0,1
A15680970SID,15680970,2,114206.84,1,1,0
A15697183SID,15697183,9,,2,1,0
A15567446SID,15567446,9,111574.41,1,1,1
A15637476SID,15637476,5,162448.69,1,0,0
A15714939SID,15714939,4,148249.54,1,0,1
A15683503SID,15683503,8,,3,0,1
A15645569SID,15645569,7,123709.46,2,1,1
A15782569SID,15782569,9,,1,0,1
A15592387SID,15592387,5,,1,1,0
A15609286SID,15609286,10,150525.8,1,1,1
A15814035SID,15814035,9,,1,1,1
A15661249SID,15661249,4,,2,0,1
A15629117SID,15629117,10,,2,1,0
A15607170SID,15607170,5,,2,1,1
A15586585SID,15586585,2,111018.98,1,1,0
A15686611SID,15686611,10,129755.99,1,0,0
A15603203SID,15603203,6,,2,1,0
A15619857SID,15619857,2,129555.7,1,1,1
A15805062SID,15805062,1,87202.38,1,1,1
A15660271SID,15660271,8,146133.39,1,1,1
A15745295SID,15745295,0,,1,1,0
A15719352SID,15719352,6,170184.99,2,1,0
A15766575SID,15766575,8,140745.33,1,1,0
