Gender,Salary,LocationId,Tenure,Balance,NumProducts,HasCreditCard,IsActive,Geography_France,Geography_Germany,Geography_Spain,Geography_UK,Geography_USA
1,176713.47,6,8,119827.49379288736,1,0,0,0,0,0,0,1
1,34283.23,1,0,119827.49379288736,2,0,1,0,1,0,0,0
1,198637.34,4,10,119827.49379288736,2,1,1,0,0,0,1,0
0,156917.12,4,6,37266.67,2,0,0,0,0,0,1,0
0,50457.2,1,6,127992.25,1,1,1,0,1,0,0,0
1,140075.55,6,3,54901.01,1,1,1,0,0,0,0,1
1,65323.11,2,9,108748.08,2,1,1,1,0,0,0,0
0,64323.24,1,6,99906.19,1,1,0,0,1,0,0,0
0,14956.44,5,6,184686.41,2,1,0,0,0,0,0,0
0,111879.21,2,0,110654.02,1,0,1,1,0,0,0,0
1,18606.23,3,9,79019.8,1,1,1,0,0,1,0,0
0,123137.01,5,9,99240.51,1,1,0,0,0,0,0,0
1,148528.24,3,2,119827.49379288736,2,1,1,0,0,1,0,0
1,13898.31,6,7,119827.49379288736,2,1,0,0,0,0,0,1
0,81259.25,2,7,119827.49379288736,1,0,0,1,0,0,0,0
0,161051.75,4,7,52436.2,1,1,0,0,0,0,1,0
1,191599.67,4,9,119827.49379288736,2,0,1,0,0,0,1,0
1,48559.19,1,3,100337.96,3,1,0,0,1,0,0,0
0,186339.74,1,1,149297.19,2,1,1,0,1,0,0,0
1,33159.37,2,8,119827.49379288736,2,1,0,1,0,0,0,0
1,93883.53,2,4,145605.44,1,0,1,1,0,0,0,0
0,110899.3,2,7,119827.49379288736,2,1,1,1,0,0,0,0
1,11199.04,6,3,119827.49379288736,1,1,1,0,0,0,0,1
0,189992.97,2,10,119827.49379288736,2,1,0,1,0,0,0,0
1,164255.69,2,6,84026.86,1,0,1,1,0,0,0,0
1,152167.79,2,1,119827.49379288736,1,1,0,1,0,0,0,0
1,33949.67,4,8,119827.49379288736,2,1,1,0,0,0,1,0
1,68143.93,4,10,119827.49379288736,2,1,1,0,0,0,1,0
1,47251.79,1,4,138718.92,1,1,1,0,1,0,0,0
1,25885.72,2,7,118274.71,1,1,1,1,0,0,0,0
0,192633.85,3,8,174185.98,2,0,1,0,0,1,0,0
1,34577.36,5,7,113208.86,2,1,0,0,0,0,0,0
1,161229.84,3,5,103907.28,1,1,0,0,0,1,0,0
0,100816.29,3,8,119023.28,1,1,0,0,0,1,0,0
0,181694.44,6,5,166297.89,1,1,1,0,0,0,0,1
1,79078.91,5,10,119827.49379288736,2,1,0,0,0,0,0,0
1,137316.32,1,9,63227.0,1,0,1,0,1,0,0,0
0,194926.86,5,5,94521.17,2,1,0,0,0,0,0,0
1,51285.49,4,7,119827.49379288736,2,1,0,0,0,0,1,0
0,150401.53,1,9,112822.26,1,0,0,0,1,0,0,0
1,112491.96,6,3,119827.49379288736,2,1,1,0,0,0,0,1
1,73656.38,3,2,135903.33,1,1,0,0,0,1,0,0
0,106636.89,2,4,125169.26,1,1,1,1,0,0,0,0
0,155853.52,2,7,119827.49379288736,3,1,0,1,0,0,0,0
1,162599.51,4,0,149117.31,1,1,1,0,0,0,1,0
1,103737.82,4,5,119827.49379288736,2,1,1,0,0,0,1,0
0,160990.27,6,10,119827.49379288736,2,1,0,0,0,0,0,1
0,15462.84,4,6,132311.71,1,0,0,0,0,0,1,0
1,10334.05,4,8,119827.49379288736,2,1,0,0,0,0,1,0
0,190686.16,4,6,119827.49379288736,2,1,1,0,0,0,1,0
1,94440.45,3,4,118082.89,1,0,0,0,0,1,0,0
1,28257.63,2,1,119266.69,1,1,1,1,0,0,0,0
1,170034.95,1,2,119827.49379288736,1,1,1,0,1,0,0,0
1,31824.29,5,7,156847.29,2,1,0,0,0,0,0,0
1,127166.49,5,4,137104.47,1,1,0,0,0,0,0,0
1,44937.01,4,8,78398.69,1,1,0,0,0,0,1,0
0,188603.07,4,4,119827.49379288736,2,1,1,0,0,0,1,0
1,145111.37,5,6,63669.42,1,1,0,0,0,0,0,0
1,171463.83,1,3,119827.49379288736,2,0,0,0,1,0,0,0
0,182822.5,4,0,135296.33,1,1,0,0,0,0,1,0
1,87213.33,1,2,153804.44,1,1,1,0,1,0,0,0
1,57175.32,1,3,119827.49379288736,2,0,0,0,1,0,0,0
1,120540.83,6,2,147069.78,1,1,0,0,0,0,0,1
1,28714.34,4,9,119827.49379288736,2,1,1,0,0,0,1,0
0,85426.28,6,3,119827.49379288736,1,1,0,0,0,0,0,1
1,46170.75,1,4,95741.75,1,1,0,0,1,0,0,0
0,64448.36,5,2,145965.33,1,1,1,0,0,0,0,0
0,16278.97,1,8,141441.75,1,1,1,0,1,0,0,0
1,182855.42,3,1,139290.41,1,1,0,0,0,1,0,0
0,50404.72,6,4,119827.49379288736,2,0,0,0,0,0,0,1
1,107640.25,4,3,119827.49379288736,2,1,0,0,0,0,1,0
1,134132.65,5,4,144428.87,1,1,0,0,0,0,0,0
1,103480.69,5,2,119827.49379288736,2,1,0,0,0,0,0,0
0,108761.05,3,9,95441.27,1,1,0,0,0,1,0,0
1,179012.3,2,1,144848.74,1,1,1,1,0,0,0,0
1,95145.14,3,7,116244.14,2,1,1,0,0,1,0,0
1,72143.44,2,7,119827.49379288736,2,0,1,1,0,0,0,0
0,19162.89,6,1,146502.07,1,1,0,0,0,0,0,1
1,144680.18,1,2,117028.6,2,0,1,0,1,0,0,0
0,177772.03,4,8,112013.81,1,1,0,0,0,0,1,0
0,5597.94,4,6,108269.37,1,1,0,0,0,0,1,0
1,116828.51,6,7,182123.79,1,1,0,0,0,0,0,1
0,174652.51,6,3,150923.74,2,0,1,0,0,0,0,1
1,2010.98,6,2,119827.49379288736,2,1,0,0,0,0,0,1
0,14109.85,4,5,165272.13,1,1,0,0,0,0,1,0
0,43527.4,4,10,115301.31,1,1,0,0,0,0,1,0
0,86099.23,1,6,129502.49,2,0,1,0,1,0,0,0
1,161574.19,3,4,118342.26,1,0,0,0,0,1,0,0
0,38970.14,3,5,119827.49379288736,2,1,1,0,0,1,0,0
1,127587.22,5,8,119827.49379288736,2,0,0,0,0,0,0,0
0,30380.12,5,7,119827.49379288736,2,1,0,0,0,0,0,0
0,90908.95,4,7,119827.49379288736,2,1,0,0,0,0,1,0
0,138275.01,3,9,106937.05,2,1,0,0,0,1,0,0
1,32171.79,6,3,170331.37,1,1,1,0,0,0,0,1
0,126143.23,1,1,114510.85,1,1,1,0,1,0,0,0
1,129892.93,3,5,119827.49379288736,2,1,1,0,0,1,0,0
1,102416.84,3,3,107594.11,2,1,1,0,0,1,0,0
1,18719.67,3,2,81273.13,1,1,1,0,0,1,0,0
0,61936.22,4,7,169399.6,1,1,0,0,0,0,1,0
1,78358.94,2,6,119827.49379288736,2,1,1,1,0,0,0,0
0,147224.27,1,1,187841.99,2,1,1,0,1,0,0,0
1,160979.66,1,0,119827.49379288736,2,1,0,0,1,0,0,0
0,132298.49,5,8,126776.3,2,1,1,0,0,0,0,0
1,174248.52,4,9,126436.29,1,1,0,0,0,0,1,0
1,123547.28,6,1,101960.74,1,1,1,0,0,0,0,1
1,32790.02,5,3,119827.49379288736,2,0,1,0,0,0,0,0
1,181543.67,2,3,119827.49379288736,2,0,1,1,0,0,0,0
0,2319.96,6,2,150842.93,1,0,1,0,0,0,0,1
0,189543.19,4,9,102535.57,1,1,1,0,0,0,1,0
0,10940.4,1,9,99027.61,2,1,0,0,1,0,0,0
1,199493.38,4,9,119827.49379288736,2,1,1,0,0,0,1,0
0,188193.25,3,3,119827.49379288736,1,1,1,0,0,1,0,0
0,172572.64,6,9,87271.41,2,1,0,0,0,0,0,1
0,189339.6,4,8,102742.91,2,1,1,0,0,0,1,0
1,53512.16,4,2,40105.51,2,0,1,0,0,0,1,0
0,34004.44,4,2,152265.43,1,1,0,0,0,0,1,0
1,10598.29,1,4,141947.67,1,1,1,0,1,0,0,0
0,113428.77,2,1,106307.91,2,0,1,1,0,0,0,0
1,183487.98,4,0,107884.81,2,1,1,0,0,0,1,0
1,187658.09,4,1,125013.72,1,1,1,0,0,0,1,0
1,172459.39,1,7,58469.37,2,1,1,0,1,0,0,0
0,21016.0,1,8,119827.49379288736,1,0,1,0,1,0,0,0
1,122381.02,3,10,117231.63,3,1,1,0,0,1,0,0
1,128123.66,5,4,152390.26,1,1,0,0,0,0,0,0
0,19570.63,1,2,34013.63,1,1,0,0,1,0,0,0
0,188150.6,3,2,119827.49379288736,3,0,0,0,0,1,0,0
0,111020.24,1,9,119827.49379288736,2,1,1,0,1,0,0,0
1,123775.15,3,7,101583.11,2,1,0,0,0,1,0,0
0,146700.22,3,10,77168.87,2,0,1,0,0,1,0,0
1,145251.35,1,8,124695.72,2,1,0,0,1,0,0,0
1,82463.69,1,3,105934.96,1,1,0,0,1,0,0,0
0,15928.49,1,9,119827.49379288736,1,1,1,0,1,0,0,0
1,45886.33,5,6,119827.49379288736,2,1,0,0,0,0,0,0
1,186489.95,3,2,119827.49379288736,2,1,1,0,0,1,0,0
0,162922.65,2,2,119827.49379288736,2,0,1,1,0,0,0,0
0,9262.77,3,10,161525.96,2,1,0,0,0,1,0,0
0,84932.4,3,7,147199.07,1,1,1,0,0,1,0,0
1,71557.12,6,3,183102.29,1,1,1,0,0,0,0,1
1,77405.95,1,9,127209.0,2,1,0,0,1,0,0,0
1,417.41,2,8,119827.49379288736,2,0,0,1,0,0,0,0
0,71405.17,1,0,97378.54,1,1,1,0,1,0,0,0
0,153400.24,2,2,136925.09,2,0,1,1,0,0,0,0
1,371.05,6,3,54503.55,1,1,1,0,0,0,0,1
1,67789.99,6,8,155726.85,1,1,0,0,0,0,0,1
0,145894.9,3,9,119827.49379288736,2,0,1,0,0,1,0,0
0,183840.51,2,1,135842.41,1,1,0,1,0,0,0,0
1,108887.44,4,1,63349.75,1,1,0,0,0,0,1,0
0,154071.27,2,4,129499.42,1,1,1,1,0,0,0,0
1,179291.85,4,8,119827.49379288736,2,0,1,0,0,0,1,0
1,56937.43,6,6,70438.01,2,0,1,0,0,0,0,1
1,112239.03,6,8,119827.49379288736,2,1,1,0,0,0,0,1
1,45909.87,6,9,119827.49379288736,1,1,0,0,0,0,0,1
0,173779.25,4,9,141434.04,1,0,0,0,0,0,1,0
0,125696.26,2,4,119827.49379288736,2,1,0,1,0,0,0,0
1,159585.61,2,10,152958.29,2,1,1,1,0,0,0,0
0,106761.47,2,3,138306.34,1,1,0,1,0,0,0,0
1,129590.18,3,10,119827.49379288736,2,0,0,0,0,1,0,0
1,80006.65,4,1,119827.49379288736,2,1,1,0,0,0,1,0
0,140451.52,4,3,124328.84,1,1,1,0,0,0,1,0
0,187929.43,4,9,181461.48,3,1,1,0,0,0,1,0
1,167155.36,5,8,119827.49379288736,2,1,0,0,0,0,0,0
1,191420.71,5,8,119827.49379288736,2,0,0,0,0,0,0,0
0,11384.45,5,5,110368.03,1,0,0,0,0,0,0,0
0,94898.1,5,9,89588.35,1,1,1,0,0,0,0,0
